Gene	COSMIC	OncoKB	FM	MskImpact	MyCancerGenome	MyCancerGenomeClinTrial	CancerCommons	CancerGenomeInt	CarisMolIntel	JacksonLabs	NCI	CIVIC	cBioPortal	PEDStJude	PEDPfister	TCGABailey	Count
GJA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
H2AFX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSPA8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SMN1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LAMP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GALP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UGT1A7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ZAP70	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EPOR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT1H	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AIP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPIA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IFNG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APOD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OGG1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FOS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CAMK2B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GCLC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RALBP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCC6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DEFA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ITGAX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD40LG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SRI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP20A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GALR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TGM2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP11B2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AANAT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL1RN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ST14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PAPOLA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LTB4R	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CSF2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CAST	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APOE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL17A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UGDH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APEX1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RAMP3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LPO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PDYN	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
ITGB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BHLHE40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
USP9Y	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APOB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
CCL17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TP73	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BCHE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CA2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DOCK10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PGR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
MT1IP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC15A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLA2G7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TJP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RUNX2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MBP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LIPA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LIPE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TRPC1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RIPK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HBEGF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP2E1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EPHX1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NR3C1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
CD2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UTRN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DBP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ASNS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CSH1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ILF3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SHH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC6A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PGD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAZ	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OXTR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GADD45G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FGF2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
MXI1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MST1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NAT2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP27A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DFFB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RPSA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RECQL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GPI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
S100B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ESRRG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PCNA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC29A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ACADM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CFTR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TCIM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HTR7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VCAM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SERPINH1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CPB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TPK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DKK1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
KCNQ1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TRPV1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BTF3P11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GUCA2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CRH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HPGD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCC2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PHEX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DNMT1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
CTSG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TNFRSF11B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GFER	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SERPINA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DPEP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VCAN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HLA-B	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3
ACHE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC6A4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCR3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TICAM1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
CSPG4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MYO9B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
INPP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HIST4H4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RPS2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP24A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SOS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
F8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LOH19CR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ARSB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AFP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NME2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MLANA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
THBS4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NT5E	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
KLK3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CASR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PXN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SOCS3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
MARCKSL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC9A3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCB4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NME1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PRKAA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRM5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
POSTN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TYK2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
IL1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
XIAP	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
PRTN3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TCN1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CDC42	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DLG4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ATP7A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SPP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BIRC5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
SLC28A2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CHAT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RBL2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IGFBP6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ACTR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FKBP4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LIF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DPYS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CSNK1A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SCD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ITGA2B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT1G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MICA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CPD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LAMB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TRIT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSTP1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
DCN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PAPPA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
REG3A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPP1R1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VDAC2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP2B6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GZMA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GDNF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DSP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PRL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL17F	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TGFBR3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAT1A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC5A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTH1R	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC2A4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PMEL	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
LCT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HTT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NPTN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAPK8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BLK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LRP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSTO1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HLA-DQA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCNA2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MMP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RNASEH2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UCP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAPK3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD58	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
THRSP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NEUROD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TRH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
STAB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SFTPA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AQP8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FLG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
KCNH2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TPT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APLN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CTGF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NR4A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C1S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC1A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SREBF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HPRT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EGR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLCO1B1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
PTPRZ1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APOA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AMH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CEACAM6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DHPS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LCAT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MTHFR	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
PECAM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AQP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HSPD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NR5A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AHRR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SMTN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTGER1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CA3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CARTPT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VIM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CDA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EIF4G1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCB1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
CAMK4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAOB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRB14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HPSE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TNFRSF1B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CTSD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
INPPL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
PTH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HCK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TXNIP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
AKR1B1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EIF2B1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
CCL21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CRHR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
F9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DIABLO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GDF15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EPHA8	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
S100A12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VDR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TACR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APOA2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
YY1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HMOX1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
FOSL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HPD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SERPINE1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AQP9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CTSL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPARD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SRY	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
THBD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EEF1A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
SLC2A3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
STRAP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IGFBP5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCL14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RPS19	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
IL5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
COIL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP3A4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SAMD3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD80	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CALCA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FCER2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HDC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SOAT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRIA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IFIT2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HOXB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ITGAM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NTF4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EMP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT1E	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SULT2A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DES	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GFRA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CDKN2D	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UCP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
F2RL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NKX6-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GCG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KIR2DL3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RTN4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYR61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TDO2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SERPINB3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FDFT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RBL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
F11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYSLTR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HTRA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC28A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NR2C1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CXCL10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BRD2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TSPO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ROCK2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OSM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTGER4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HTR2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IRF3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RBP3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
XDH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CXCR5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
